Datum,Volume,WD,W_change
2017-09-03,3510.1714037544416,2.553666666666666,-191.82798740333237
2017-09-04,3318.343416351109,2.507333333333333,-159.54311158333167
2017-09-05,3158.8003047677776,2.4676666666666667,-126.52817894312466
2017-09-06,3032.272125824653,2.435416666666667,-89.44631749937707
2017-09-07,2942.825808325276,2.4121666666666663,-98.891810285279
2017-09-08,2843.933998039997,2.386,-97.01165303471953
2017-09-09,2746.9223450052773,2.359833333333333,35.61970794222316
2017-09-10,2782.5420529475005,2.3695000000000004,31.84291728381868
2017-09-11,2814.384970231319,2.378083333333333,194.3402567197909
2017-09-12,3008.72522695111,2.429333333333333,349.15320715888856
2017-09-13,3357.8784341099986,2.517,484.12507204111216
2017-09-14,3842.0035061511107,2.630666666666667,505.43373231999976
2017-09-15,4347.4372384711105,2.7413333333333334,597.4314143018792
2017-09-16,4944.86865277299,2.8635833333333336,444.8685143433304
2017-09-17,5389.73716711632,2.949583333333333,304.2302778055546
2017-09-18,5693.967444921875,3.00625,212.1908514500701
2017-09-19,5906.158296371945,3.044833333333333,57.98774391493134
2017-09-20,5964.146040286876,3.0552500000000005,-82.94628733243371
2017-09-21,5881.199752954442,3.0403333333333333,-123.50208446312536
2017-09-22,5757.697668491317,3.0179166666666664,-183.7879439900007
2017-09-23,5573.909724501316,2.984083333333333,-189.46215123666389
2017-09-24,5384.447573264652,2.9485833333333336,-210.19507593833168
2017-09-25,5174.252497326321,2.9084166666666667,-211.6751814600002
2017-09-26,4962.5773158663205,2.867083333333333,-229.23517756944693
2017-09-27,4733.342138296874,2.82125,-232.6860270693751
2017-09-28,4500.6561112274985,2.7735,-234.60438498749772
2017-09-29,4266.051726240001,2.724,-225.22981741368176
2017-09-30,4040.821908826319,2.6750833333333333,-157.490004826318
2017-10-01,3883.331904000001,2.64,-183.37308889472342
2017-10-02,3699.9588151052776,2.5981666666666667,-199.58877390082944
2017-10-03,3500.370041204448,2.551333333333334,-202.37508603666993
2017-10-04,3297.9949551677782,2.502333333333333,-168.87466956250046
2017-10-05,3129.120285605278,2.460166666666667,-183.43228140562587
2017-10-06,2945.688004199652,2.412916666666667,-185.28494127215254
2017-10-07,2760.4030629274994,2.3635,-151.31333084562448
2017-10-08,2609.089732081875,2.32175,-170.33967062555485
2017-10-09,2438.75006145632,2.2730833333333336,-142.88296409944587
2017-10-10,2295.867097356874,2.23075,-144.8905239350006
2017-10-11,2150.9765734218736,2.18625,-137.40373837888706
2017-10-12,2013.5728350429865,2.142416666666666,-129.1722083433342
2017-10-13,1884.4006266996523,2.0995833333333334,-130.75164911000047
2017-10-14,1753.6489775896518,2.0544166666666666,-125.82689539965236
2017-10-15,1627.8220821899995,2.009,-123.38997782222077
2017-10-16,1504.4321043677787,1.9623333333333333,-116.38800008646035
2017-10-17,1388.0441042813184,1.9160833333333327,-113.80658122166574
2017-10-18,1274.2375230596526,1.8684166666666664,-106.65416573437574
2017-10-19,1167.583357325277,1.8211666666666664,-99.83590464340159
2017-10-20,1067.7474526818753,1.77425,-89.91664839743055
2017-10-21,977.8308042844448,1.7293333333333332,-93.42651231979187
2017-10-22,884.4042919646529,1.6794166666666666,-70.35103216604193
2017-10-23,814.053259798611,1.6391666666666669,-65.77052480861084
2017-10-24,748.2827349900001,1.5990000000000002,-69.63748511805625
2017-10-25,678.6452498719439,1.5531666666666668,-64.09074491333286
2017-10-26,614.554504958611,1.5071666666666663,-63.66956818083281
2017-10-27,550.8849367777782,1.4566666666666668,-65.17272881777848
2017-10-28,485.7122079599997,1.398,-129.65820342868034
2017-10-29,356.0540045313194,1.2380833333333334,
